# accession	TC1	TC2	genesymbol	length	familytype	product_name	product_name_orig
TIGR04052	95.05	95.05	NULL	206	hypoth_equivalog	metallo-mystery pair system four-Cys motif protein	AZL_007920/MXAN_0976 family protein
TIGR04053	381.15	381.15	NULL	366	subfamily	TIGR04053 family radical SAM/SPASM domain-containing protein	radical SAM protein, BA_1875 family
TIGR04054	650	650	nirJ1	387	equivalog	putative heme d1 biosynthesis radical SAM protein NirJ1	putative heme d1 biosynthesis radical SAM protein NirJ1
TIGR04055	500	500	nirJ2	326	equivalog	putative heme d1 biosynthesis radical SAM protein NirJ2	putative heme d1 biosynthesis radical SAM protein NirJ2
TIGR04056	368.25	368.25	NULL	981	subfamily	SusC/RagA family TonB-linked outer membrane protein	TonB-linked outer membrane protein, SusC/RagA family
TIGR04058	449.7	449.7	NULL	339	equivalog	long-chain acyl-[acyl-carrier-protein] reductase	long-chain fatty acyl-ACP reductase (aldehyde-forming)
TIGR04059	222.65	222.65	NULL	220	equivalog	aldehyde oxygenase (deformylating)	long-chain fatty aldehyde decarbonylase
TIGR04060	290.1	290.1	focA	268	equivalog	formate transporter FocA	formate transporter FocA
TIGR04061	124.15	124.15	NULL	164	subfamily	putative natural product biosynthesis protein	AZL_007950 family protein
TIGR04062	74.25	74.25	NULL	151	equivalog	DNA phosphorothioation-associated protein 4	dnd system-associated protein 4
TIGR04063	442.05	442.05	NULL	397	hypoth_equivalog	glycosyltransferase, exosortase A system-associated	PEP-CTERM/exosortase A-associated glycosyltransferase, Daro_2409 family
TIGR04064	518.7	518.7	nlpM	459	equivalog	nif11-like peptide radical SAM maturase	nif11-like peptide radical SAM maturase
TIGR04065	26	26	NULL	34	hypoth_equivalog	putative bacteriocin precursor	putative bacteriocin precursor, CLI_3235 family
TIGR04066	200	200	NULL	361	hypoth_equivalog	TIGR04066 family peptide maturation system protein	peptide maturation system protein, TIGR04066 family
TIGR04067	45	45	NULL	59	equivalog	putative bacteriocin precursor	putative bacteriocin precursor, CLOSPO_01332 family
TIGR04068	500	500	ccpM	462	equivalog	Cys-rich peptide radical SAM maturase CcpM	Cys-rich peptide radical SAM maturase CcpM
TIGR04069	70	70	NULL	77	hypoth_equivalog	peptide maturation system acyl carrier-related protein	peptide maturation system acyl carrier-related protein
TIGR04070	400	400	splB	338	equivalog	spore photoproduct lyase	spore photoproduct lyase
TIGR04071	27.5	27.5	mbnA	30	subfamily	methanobactin	methanobactin precursor, Mb-OB3b family
TIGR04072	180	180	NULL	151	equivalog	lipid biosynthesis B12-binding/radical SAM protein	lipid biosynthesis B12-binding/radical SAM protein
TIGR04073	50	50	NULL	75	subfamily	exosortase system-associated protein, TIGR04073 family	putative exosortase-associated protein, TIGR04073 family
TIGR04074	340	340	NULL	462	equivalog	3' terminal RNA ribose 2'-O-methyltransferase Hen1	3' terminal RNA ribose 2'-O-methyltransferase Hen1
TIGR04075	750	750	NULL	851	equivalog	polynucleotide kinase-phosphatase	polynucleotide kinase-phosphatase
TIGR04076	33	33	NULL	91	subfamily	TIGR04076 family protein	TIGR04076 family protein
TIGR04077	35	35	NULL	49	subfamily	YydF family exported signaling peptide	exported signaling peptide, YydF/SAG_2028 family
TIGR04078	300	300	NULL	309	equivalog	YydG family peptide radical SAM peptide maturase	peptide modification radical SAM enzyme, YydG family
TIGR04079	35	20	NULL	23	subfamily	KxxxW-cyclized peptide pheromone	KxxxW-cyclized secreted peptide
TIGR04080	500	500	kwcM	440	equivalog	KxxxW cyclic peptide radical SAM maturase	KxxxW cyclic peptide radical SAM maturase
TIGR04081	32	32	NULL	37	subfamily	selenobiotic family radical SAM modification target peptide	radical SAM modification target peptide, selenobiotic family
TIGR04082	350	350	sbtM	516	equivalog	selenobiotic family peptide radical SAM maturase	selenobiotic family peptide radical SAM maturase
TIGR04083	300	300	NULL	376	hypoth_equivalog	TIGR04083 family peptide-modifying radical SAM enzyme	putative peptide-modifying radical SAM enzyme, Mhun_1560 family
TIGR04084	225	225	NULL	347	subfamily	TIGR04084 family radical SAM/SPASM domain-containing protein	putative peptide-modifying radical SAM enzyme, AF0577 family
TIGR04085	27	27	NULL	93	domain	SPASM domain-containing protein	radical SAM additional 4Fe4S-binding SPASM domain
TIGR04086	30	30	NULL	115	hypoth_equivalog	TIGR04086 family membrane protein	putative membrane protein, TIGR04086 family
TIGR04087	80	80	tapA	186	equivalog	amyloid fiber anchoring/assembly protein TapA	YqxM protein
TIGR04089	60	60	NULL	179	subfamily	alternate-type signal peptide domain-containing protein	alternate signal-mediated exported protein, RER_14450 family
TIGR04091	375	375	dltB	380	equivalog	D-alanyl-lipoteichoic acid biosynthesis protein DltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB
TIGR04092	150	150	dltD	383	equivalog	D-alanyl-lipoteichoic acid biosynthesis protein DltD	D-alanyl-lipoteichoic acid biosynthesis protein DltD
TIGR04093	385	385	cas1d	334	exception	type I-D CRISPR-associated endonuclease Cas1	CRISPR-associated endonuclease Cas1, subtype CYANO
TIGR04094	200	200	NULL	383	equivalog	YSIRK-targeted surface antigen transcriptional regulator	YSIRK-targeted surface antigen transcriptional regulator
TIGR04095	600	600	NULL	451	equivalog_domain	DNA phosphorothioation system restriction enzyme	DNA phosphorothioation system restriction enzyme
TIGR04096	150	150	NULL	478	subfamily	DNA phosphorothioation-associated putative methyltransferase	DNA phosphorothioation-associated putative methyltransferase
TIGR04100	262	262	NULL	197	hypoth_equivalog	TIGR04100 family radical SAM protein	radical SAM enzyme, TIGR04100 family
TIGR04101	28	27.5	NULL	59	equivalog	CCGSCS motif protein	CCGSCS motif protein
TIGR04103	725	725	NULL	412	equivalog	nif11-class peptide radical SAM maturase 3	nif11-class peptide radical SAM maturase 3
TIGR04106	125	125	cas8c	282	equivalog	type I-U CRISPR-associated protein Cas8c	CRISPR-associated protein GSU0052/csb3, Dpsyc system
TIGR04107	400	400	hutW	419	equivalog	heme anaerobic degradation radical SAM methyltransferase ChuW/HutW	putative heme utilization radical SAM enzyme HutW
TIGR04108	110	110	hutX	154	equivalog	heme utilization cystosolic carrier protein HutX	putative heme utilization carrier protein HutX
TIGR04109	240	240	hugZ	243	equivalog	HugZ family heme oxygenase	heme oxygenase, HugZ family
TIGR04110	225	225	hutZ	168	equivalog	heme utilization protein HutZ	heme utilization protein HutZ
TIGR04112	200	200	NULL	337	hypoth_equivalog	YedE-related selenium metabolism membrane protein	putative selenium metabolism protein, YedE family
TIGR04113	150	150	csx17	718	equivalog	type I-U CRISPR-associated protein Csx17	CRISPR-associated protein Csx17, subtype Dpsyc
TIGR04115	350	350	NULL	359	equivalog_domain	radical SAM peptide maturase, CXXX-repeat target family	radical SAM peptide maturase, CXXX-repeat target family
TIGR04116	50	50	NULL	90	equivalog	CXXX repeat peptide modification system protein	CXXX repeat peptide modification system protein
TIGR04117	50	50	NULL	98	paralog	Cys-Xaa-Xaa-Xaa repeat radical SAM target protein	Cys-Xaa-Xaa-Xaa repeat radical SAM target protein
TIGR04118	35	35	NULL	46	subfamily	Cys-rich RiPP precursor	modification target Cys-rich peptide, AC3_0185 family
TIGR04119	150	150	NULL	210	equivalog_domain	CXXX repeat peptide maturase	CXXX repeat peptide maturase
TIGR04120	400	400	NULL	526	equivalog	cisplatin damage response ATP-dependent DNA ligase	DNA ligase, ATP-dependent, PP_1105 family
TIGR04121	850	850	NULL	804	equivalog	ligase-associated DNA damage response DEXH box helicase	DEXH box helicase, DNA ligase-associated
TIGR04122	325	325	NULL	326	equivalog	ligase-associated DNA damage response exonuclease	putative exonuclease, DNA ligase-associated
TIGR04123	150	150	pdeM	207	hypoth_equivalog	ligase-associated DNA damage response endonuclease PdeM	metallophosphoesterase, DNA ligase-associated
TIGR04124	95	95	artE	153	exception	archaeosortase family protein ArtE	archaeosortase family protein ArtE
TIGR04125	75	75	artA	271	exception	archaeosortase A	archaeosortase A
TIGR04126	24.5	24.5	NULL	28	domain	PGF-CTERM sorting domain-containing protein	PGF-CTERM archaeal protein-sorting signal
TIGR04127	35	35	NULL	136	equivalog	exosortase F system-associated protein	exosortase F-associated protein
TIGR04128	90	90	xrtF	174	exception	exosortase family protein XrtF	exosortase family protein XrtF
TIGR04129	35	35	NULL	49	equivalog	CxxH/CxxC protein	CxxH/CxxC protein, BA_5709 family
TIGR04130	730	730	fnlA	337	equivalog	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase
TIGR04132	350	350	NULL	241	hypoth_equivalog	putative folate metabolism gamma-glutamate ligase	putative folate metabolism gamma-glutamate ligase
TIGR04135	45	45	NULL	52	subfamily	FibroRumin family radical SAM-modified Cys-rich RiPP	Cys-rich radical SAM target, FibroRumin family
TIGR04136	400	400	NULL	458	equivalog	FibroRumin system radical SAM peptide maturase	radical SAM peptide maturase, FibroRumin system
TIGR04137	50	50	NULL	50	hypoth_equivalog	small basic protein	Chlam_Verruc_Plancto small basic protein
TIGR04139	40	40	NULL	69	subfamily	TIGR04139 family peptide modification target	putative peptide modification target, TIGR04139 family
TIGR04140	45	45	NULL	66	subfamily	TIGR04140 family protein	TIGR04140 family protein
TIGR04142	250	250	NULL	316	hypoth_equivalog	putative peptidyl-prolyl cis-trans isomerase	putative peptidyl-prolyl cis-trans isomerase, LIC12922 family
TIGR04143	30	30	NULL	25	domain	VPXXXP-CTERM sorting domain-containing protein	VPXXXP-CTERM protein sorting domain
TIGR04144	150	150	artB	156	exception	archaeosortase B	archaeosortase B
TIGR04145	35	35	NULL	45	hypoth_equivalog_domain	Firmicu-CTERM sorting domain-containing protein	Firmicu-CTERM domain
TIGR04146	320	320	NULL	221	equivalog	phosphoglycerol geranylgeranyltransferase	phosphoglycerol geranylgeranyltransferase
TIGR04147	300	300	NULL	229	equivalog	putative phosphoglycerol geranylgeranyltransferase	phosphoglycerol geranylgeranyltransferase, putative
TIGR04148	300	300	NULL	411	equivalog	radical SAM peptide maturase	radical SAM peptide maturase, GG-Bacteroidales family
TIGR04149	25	25	NULL	43	domain	rSAM-modified peptide	natural product precursor, GG-Bacteroidales family
TIGR04150	250	250	NULL	407	subfamily	TIGR04150 pseudo-rSAM protein	pseudo-rSAM protein, GG-Bacteroidales system
TIGR04151	300	300	xrtC	306	exception	VPDSG-CTERM-specific exosortase XrtC	exosortase C, VPDSG-CTERM-specific
TIGR04152	400	400	xrtD	486	exception	VPLPA-CTERM-specific exosortase XrtD	exosortase D, VPLPA-CTERM-specific
TIGR04153	100	80	NULL	185	subfamily	cyanoexosortase A system-associated protein	cyanosortase A-associated protein
TIGR04154	450	450	NULL	831	subfamily	oligosaccharyl transferase, archaeosortase A system-associated	oligosaccharyl transferase, archaeosortase A system-associated
TIGR04155	21.6	20	NULL	27	subfamily_domain	PEP-CTERM sorting domain-containing protein	PEP-CTERM protein sorting domain, cyanobacterial subclass
TIGR04156	300	300	crtB	280	exception	cyanoexosortase B	cyanoexosortase B
TIGR04157	400	400	NULL	406	subfamily	TIGR04157 family glycosyltransferase	glycosyltransferase, GG-Bacteroidales peptide system
TIGR04158	400	400	nocL	368	equivalog	3-methyl-2-indolic acid synthase	3-methyl-2-indolic acid synthase
TIGR04159	120	120	mbnB	91	equivalog	methanobactin biosynthesis cassette protein MbnB	methanobactin biosynthesis cassette protein MbnB
TIGR04160	75	75	mbnC	87	equivalog_domain	methanobactin biosynthesis cassette protein MbnC	methanobactin biosynthesis cassette protein MbnC
TIGR04161	33	33	NULL	31	hypoth_equivalog_domain	VPEID-CTERM sorting domain-containing protein	VPEID-CTERM protein sorting domain
TIGR04162	150	150	xrtE	516	exception	exosortase E/protease, VPEID-CTERM system	exosortase E/protease, VPEID-CTERM system
TIGR04163	375	375	cbpB	428	equivalog	peptide-modifying radical SAM enzyme CbpB	peptide-modifying radical SAM enzyme CbpB
TIGR04164	35	35	cbpA	25	equivalog	modified peptide precursor CbpA	modified peptide precursor CbpA
TIGR04165	60	60	NULL	50	hypoth_equivalog	TIGR04165 family Cys-rich peptide	Cys-rich peptide, TIGR04165 family
TIGR04166	50	50	mtrB	95	equivalog	tetrahydromethanopterin S-methyltransferase subunit B	tetrahydromethanopterin S-methyltransferase, subunit B
TIGR04167	300	300	NULL	303	subfamily	radical SAM/Cys-rich domain protein	radical SAM/Cys-rich domain protein
TIGR04168	200	200	NULL	269	hypoth_equivalog	TIGR04168 family protein	TIGR04168 family protein
TIGR04170	750	750	nrdE	698	exception	class 1b ribonucleoside-diphosphate reductase subunit alpha	ribonucleoside-diphosphate reductase, class 1b, alpha subunit
TIGR04171	355	355	nrdF	316	exception	class 1b ribonucleoside-diphosphate reductase subunit beta	ribonucleoside-diphosphate reductase, class 1b, beta subunit
TIGR04173	30	30	NULL	27	subfamily_domain	PIP-CTERM sorting domain-containing protein	PIP-CTERM protein sorting domain
TIGR04174	20.5	20.5	NULL	27	subfamily_domain	IPTL-CTERM sorting domain-containing protein	IPTL-CTERM protein sorting domain
TIGR04175	125	125	artD	150	exception	archaeosortase D	archaeosortase D
TIGR04176	88	88	NULL	105	equivalog	MarR family EPS-associated transcriptional regulator	EPS-associated transcriptional regulator, MarR family
TIGR04177	86	86	xrtH	158	exception	exosortase H	exosortase H, IPTLxxWG-CTERM-specific
TIGR04178	23	23	NULL	97	signature	exosortase/archaeosortase family protein	exosortase/archaeosortase family protein
TIGR04179	150	150	rhlP	259	equivalog	rhombotarget lipoprotein	rhombotail lipoprotein
TIGR04181	420	420	NULL	359	hypoth_equivalog	LegC family aminotransferase	aminotransferase, LLPSF_NHT_00031 family
TIGR04182	325	325	aglJ	293	equivalog	S-layer glycoprotein N-glycosyltransferase AglJ	glycosyltransferase, TIGR04182 family
TIGR04183	23	23	NULL	72	domain	T9SS C-terminal target domain-containing protein	Por secretion system C-terminal sorting domain
TIGR04184	475	475	NULL	321	equivalog	MvdD family ATP-grasp ribosomal peptide maturase	ATP-grasp ribosomal peptide maturase, MvdD family
TIGR04185	425	425	NULL	318	equivalog	MvdC family ATP-grasp ribosomal peptide maturase	ATP-grasp ribosomal peptide maturase, MvdC family
TIGR04186	25	25	tgmA	72	domain	putative ATP-grasp-modified RiPP	putative ATP-grasp target RiPP
TIGR04187	350	350	tgmB	312	subfamily	ATP-grasp ribosomal peptide maturase	ATP-grasp ribosomal peptide maturase, SAV_5884 family
TIGR04189	200	200	sprA	2319	equivalog	cell surface protein SprA	cell surface protein SprA
TIGR04190	500	500	NULL	554	equivalog	TIGR04190 family B12-binding domain/radical SAM domain protein	B12-binding domain/radical SAM domain protein, Ta0216 family
TIGR04191	100	100	NULL	136	subfamily	BrxA/BrxB family bacilliredoxin	putative bacilliredoxin, YphP/YqiW family
TIGR04192	230	230	gwsG	318	equivalog	grasp-with-spasm system ATP-grasp peptide maturase	ATP-GRASP peptide maturase, grasp-with-spasm system
TIGR04193	175	175	gwsS	342	equivalog	grasp-with-spasm system SPASM domain peptide maturase	SPASM domain peptide maturase, grasp-with-spasm system
TIGR04194	33	33	NULL	28	domain	grasp-with-spasm system A modified peptide	grasp-with-spasm leader A domain
TIGR04195	350	350	sunS	421	equivalog	SunS family peptide S-glycosyltransferase	peptide S-glycosyltransferase, SunS family
TIGR04196	40	40	sunA	80	subfamily	sublancin family glycopeptide	glycopeptide, sublancin family
TIGR04197	26	26	NULL	85	subfamily	TIGR04197 family type VII secretion effector	type VII secretion effector, TIGR04197 family
TIGR04198	185	185	NULL	938	equivalog_domain	mRNA capping enzyme	mRNA capping enzyme
TIGR04199	200	200	xrtJ	522	exception	exosortase J	exosortase J
TIGR04201	25	20	NULL	22	repeat	Cys-rich repeat-containing protein	Cys-rich repeat, Myxococcales-type
TIGR04204	150	150	NULL	183	domain	MAST domain-containing protein	MAST domain
TIGR04205	65	65	NULL	67	hypoth_equivalog	class III signal peptide domain-containing protein, archaeosortase D/PIP-CTERM system-associated	class III signal peptide protein, archaeosortase D/PIP-CTERM system
TIGR04206	90	90	NULL	139	hypoth_equivalog	TIGR04206 family protein	TIGR04206 family protein
TIGR04209	45	45	NULL	144	subfamily	sarcinarray family MAST domain-containing protein	sarcinarray family protein
TIGR04211	65	65	NULL	198	hypoth_equivalog	TIGR04211 family SH3 domain-containing protein	SH3 domain protein
TIGR04212	295	150	rbtA	605	equivalog	rhombotarget A	rhombotarget A
TIGR04213	28	28	NULL	153	domain	PGF-pre-PGF domain-containing protein	PGF-pre-PGF domain
TIGR04214	25	25	NULL	27	domain	CSLREA domain-containing protein	CSLREA domain
TIGR04215	29	29	NULL	255	domain	choice-of-anchor A family protein	choice-of-anchor A domain
TIGR04216	400	400	csg	784	equivalog	major cell surface glycoprotein	major cell surface glycoprotein
TIGR04217	200	200	NULL	221	exception	archaetidylserine synthase	archaetidylserine synthase
TIGR04218	45	40	NULL	43	subfamily	plantazolicin family RiPP	ribosomal natural product, plantazolicin-class
TIGR04219	105	105	NULL	234	subfamily	TIGR04219 family outer membrane beta-barrel protein	outer membrane protein
TIGR04220	55	55	NULL	61	hypoth_equivalog	cyanobactin biosynthesis system PatB/AcyB/McaB family protein	cyanobactin biosynthesis protein, PatB/AcyB/McaB family
TIGR04221	725	725	secA2	762	equivalog	accessory Sec system translocase SecA2	accessory Sec system translocase SecA2
TIGR04222	43	42	NULL	229	domain	TIGR04222 domain-containing membrane protein	TIGR04222 domain
TIGR04223	19	19	NULL	38	subfamily	cyclic lactone autoinducer peptide	cyclic lactone autoinducer peptide
TIGR04224	25	25	NULL	50	equivalog_domain	serine-rich glycoprotein adhesin	serine-rich repeat adhesion glycoprotein
TIGR04226	30	30	NULL	123	domain	isopeptide-forming domain-containing fimbrial protein	fimbrial isopeptide formation D2 domain
TIGR04229	30	25	gptA	22	equivalog	geopeptide	putative radical SAM-modified peptide
TIGR04234	150	150	NULL	1144	equivalog	RNA-directed RNA polymerase	RNA-directed RNA polymerase
TIGR04239	250	250	glpG	271	equivalog	rhomboid family intramembrane serine protease GlpG	rhomboid family protease GlpG
